id,preferred_name,protein_size,annotation
9685.ENSFCAP00000051931,BMF,287,Bcl2 modifying factor.
9685.ENSFCAP00000051933,SUFU,490,Suppressor of fused homolog; Negative regulator in the hedgehog signaling pathway. Down- regulates GLI1-mediated transactivation of target genes. Part of a corepressor complex that acts on DNA-bound GLI1. May also act by linking GLI1 to BTRC and thereby targeting GLI1 to degradation by the proteasome. Sequesters GLI1, GLI2 and GLI3 in the cytoplasm, this effect is overcome by binding of STK36 to both SUFU and a GLI protein. Negative regulator of beta-catenin signaling. Regulates the formation of either the repressor form (GLI3R) or the activator form (GLI3A) of the full-length form of  [...] 
9685.ENSFCAP00000051942,SCTR,460,Secretin receptor; Belongs to the G-protein coupled receptor 2 family.
9685.ENSFCAP00000051944,RIMS3,311,Regulating synaptic membrane exocytosis 3.
9685.ENSFCAP00000051945,ZMIZ2,902,Zinc finger MIZ-type containing 2.
9685.ENSFCAP00000051946,IFT46,349,Intraflagellar transport 46.
9685.ENSFCAP00000051955,ENSFCAP00000051955,1099,Uncharacterized protein.
9685.ENSFCAP00000051967,LOC105259618,404,Ig-like domain-containing protein.
9685.ENSFCAP00000051968,PLA2G2C,149,Phospholipase A(2).
9685.ENSFCAP00000051969,EPS15,966,Epidermal growth factor receptor pathway substrate 15.
9685.ENSFCAP00000051971,DNAJC5B,211,DnaJ heat shock protein family (Hsp40) member C5 beta.
9685.ENSFCAP00000051980,LOC101089843,402,USP domain-containing protein; Belongs to the peptidase C19 family.
9685.ENSFCAP00000051986,EIF5B,1220,Eukaryotic translation initiation factor 5B.
9685.ENSFCAP00000051987,PECR,366,Peroxisomal trans-2-enoyl-CoA reductase.
9685.ENSFCAP00000051988,SELENOV,334,Uncharacterized protein.
9685.ENSFCAP00000051990,ENSFCAP00000051990,302,Izumo-Ig domain-containing protein.
9685.ENSFCAP00000051993,PIGM,396,GPI mannosyltransferase 1; Mannosyltransferase involved in glycosylphosphatidylinositol- anchor biosynthesis. Transfers the first alpha-1,4-mannose to GlcN- acyl-PI during GPI precursor assembly.
9685.ENSFCAP00000051995,DRAM1,405,Uncharacterized protein.
9685.ENSFCAP00000051997,NR1D1,625,Nuclear receptor subfamily 1 group D member 1.
9685.ENSFCAP00000052000,ACE2,805,Processed angiotensin-converting enzyme 2; Carboxypeptidase which converts angiotensin I to angiotensin 1-9, a peptide of unknown function, and angiotensin II to angiotensin 1-7, a vasodilator (By similarity). Also able to hydrolyze apelin-13 and dynorphin-13 with high efficiency. By cleavage of angiotensin II, may be an important regulator of heart function (By similarity). By cleavage of angiotensin II, may also have a protective role in acute lung injury (By similarity). Plays an important role in amino acid transport by acting as binding partner of amino acid transporter SLC6A19 in [...] 
9685.ENSFCAP00000052001,OTUB2,314,Ubiquitin thioesterase.
9685.ENSFCAP00000052004,LOC101096593,329,Ig-like domain-containing protein.
9685.ENSFCAP00000052010,ENSFCAP00000052010,113,Uncharacterized protein.
9685.ENSFCAP00000052011,PCSK2,638,Proprotein convertase subtilisin/kexin type 2; Belongs to the peptidase S8 family.
9685.ENSFCAP00000052013,MTMR8,107,Uncharacterized protein.
9685.ENSFCAP00000052014,TOB1,345,Transducer of ERBB2, 1.
9685.ENSFCAP00000052024,PNO1,260,Partner of NOB1 homolog.
9685.ENSFCAP00000052029,FEZ1,439,Fasciculation and elongation protein zeta 1.
9685.ENSFCAP00000052032,POGLUT3,598,Protein O-glucosyltransferase 3.
9685.ENSFCAP00000052033,SLC17A5,648,Solute carrier family 17 member 5.
9685.ENSFCAP00000052037,RALBP1,659,RalA binding protein 1.
9685.ENSFCAP00000052040,PDLIM5,646,PDZ and LIM domain 5.
9685.ENSFCAP00000052041,OR1Q1,314,Olfactory receptor.
9685.ENSFCAP00000052043,CUX2,1499,Homeobox protein cut-like.
9685.ENSFCAP00000052046,LOC101098488,322,Olfactory receptor.
9685.ENSFCAP00000052047,MVB12A,338,Multivesicular body subunit 12A.
9685.ENSFCAP00000052049,CC1H2orf80,221,Chromosome C1 C2orf80 homolog.
9685.ENSFCAP00000052050,ENSFCAP00000052050,231,C-type lectin domain-containing protein.
9685.ENSFCAP00000052052,GMPPA,474,GDP-mannose pyrophosphorylase A.
9685.ENSFCAP00000052056,PTPDC1,790,Protein tyrosine phosphatase domain containing 1.
9685.ENSFCAP00000052058,HSD17B2,387,Hydroxysteroid 17-beta dehydrogenase 2; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
9685.ENSFCAP00000052069,AIFM2,491,Apoptosis inducing factor mitochondria associated 2.
9685.ENSFCAP00000052074,CCDC86,444,Coiled-coil domain containing 86.
9685.ENSFCAP00000052080,ABCB11,1339,ATP binding cassette subfamily B member 11.
9685.ENSFCAP00000052084,VLDLR,1239,Very low density lipoprotein receptor.
9685.ENSFCAP00000052085,PSTPIP2,423,Proline-serine-threonine phosphatase interacting protein 2.
9685.ENSFCAP00000052086,LOC101090625,195,AN1-type domain-containing protein.
9685.ENSFCAP00000052089,MGMT,290,Uncharacterized protein.
9685.ENSFCAP00000052091,ENSFCAP00000052091,1125,Uncharacterized protein.
9685.ENSFCAP00000052096,ENSFCAP00000052096,111,Uncharacterized protein.
9685.ENSFCAP00000052097,DIP2A,1574,Disco interacting protein 2 homolog A.
9685.ENSFCAP00000052101,VPS52,735,Uncharacterized protein.
9685.ENSFCAP00000052102,PCBD1,115,Pterin-4 alpha-carbinolamine dehydratase 1.
9685.ENSFCAP00000052104,ENSFCAP00000052104,254,Ig-like domain-containing protein.
9685.ENSFCAP00000052111,STAG1,1299,Stromal antigen 1.
9685.ENSFCAP00000052115,LOC101093782,272,Uncharacterized protein; Belongs to the nucleosome assembly protein (NAP) family.
9685.ENSFCAP00000052117,ALDH7A1,638,Aldehyde dehydrogenase 7 family member A1; Belongs to the aldehyde dehydrogenase family.
9685.ENSFCAP00000052120,DPEP3,479,Dipeptidase; Belongs to the metallo-dependent hydrolases superfamily. Peptidase M19 family.
9685.ENSFCAP00000052121,CYFIP2,1335,Cytoplasmic FMR1-interacting protein; Belongs to the CYFIP family.
9685.ENSFCAP00000052123,ENSFCAP00000052123,237,Uncharacterized protein.
9685.ENSFCAP00000052127,ENSFCAP00000052127,286,Homeobox domain-containing protein.
9685.ENSFCAP00000052128,LMNTD2,674,Lamin tail domain containing 2.
9685.ENSFCAP00000052129,NDFIP1,224,Nedd4 family interacting protein 1.
9685.ENSFCAP00000052130,LOC101080738,311,Olfactory receptor.
9685.ENSFCAP00000052132,OPRD1,600,YTH N6-methyladenosine RNA binding protein 2.
9685.ENSFCAP00000052134,CTSK,445,Cathepsin S; Belongs to the peptidase C1 family.
9685.ENSFCAP00000052144,MBP,462,Myelin basic protein.
9685.ENSFCAP00000052145,RSPH9,390,Radial spoke head 9 homolog.
9685.ENSFCAP00000052146,FOXD1,430,Forkhead box D1.
9685.ENSFCAP00000052155,GINS1,204,GINS complex subunit 1.
9685.ENSFCAP00000052157,PHACTR4,752,Phosphatase and actin regulator.
9685.ENSFCAP00000052162,TTC31,522,Tetratricopeptide repeat domain 31.
9685.ENSFCAP00000052163,C5AR2,332,Complement component 5a receptor 2.
9685.ENSFCAP00000052164,ENSFCAP00000052164,462,Uncharacterized protein.
9685.ENSFCAP00000052165,RAB1A,238,RAB1A, member RAS oncogene family.
9685.ENSFCAP00000052166,ENSFCAP00000052166,108,Uncharacterized protein.
9685.ENSFCAP00000052171,PDSS2,400,Decaprenyl diphosphate synthase subunit 2; Belongs to the FPP/GGPP synthase family.
9685.ENSFCAP00000052174,PECAM1,764,Platelet and endothelial cell adhesion molecule 1.
9685.ENSFCAP00000052178,TOMM34,372,Uncharacterized protein.
9685.ENSFCAP00000052179,MAP3K13,1021,Mitogen-activated protein kinase kinase kinase 13; Activates the JUN N-terminal pathway through activation of the MAP kinase kinase MAP2K7.
9685.ENSFCAP00000052180,RASL10B,249,RAS like family 10 member B.
9685.ENSFCAP00000052182,TRRAP,3872,Transformation/transcription domain associated protein; Belongs to the PI3/PI4-kinase family.
9685.ENSFCAP00000052186,MROH7,1344,Uncharacterized protein.
9685.ENSFCAP00000052188,ENSFCAP00000052188,120,Uncharacterized protein.
9685.ENSFCAP00000052190,ENSFCAP00000052190,218,Uncharacterized protein.
9685.ENSFCAP00000052193,OR8D4,314,Olfactory receptor.
9685.ENSFCAP00000052196,DNAJC19,144,Uncharacterized protein.
9685.ENSFCAP00000052198,GUCY1A2,791,Guanylate cyclase 1 soluble subunit alpha 2; Belongs to the adenylyl cyclase class-4/guanylyl cyclase family.
9685.ENSFCAP00000052200,SLIRP,111,SRA stem-loop interacting RNA binding protein.
9685.ENSFCAP00000052210,KIF26A,1849,Kinesin family member 26A; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family.
9685.ENSFCAP00000052213,SPOCD1,692,TFIIS central domain-containing protein.
9685.ENSFCAP00000052215,LOC102902015,250,Peptidase S1 domain-containing protein; Belongs to the peptidase S1 family.
9685.ENSFCAP00000052221,CPLANE2,272,Ciliogenesis and planar polarity effector 2.
9685.ENSFCAP00000052225,ENSFCAP00000052225,80,C-C motif chemokine.
9685.ENSFCAP00000052227,ACTR3B,522,Uncharacterized protein; Belongs to the actin family.
9685.ENSFCAP00000052233,TMEM160,311,Uncharacterized protein.
9685.ENSFCAP00000052235,CRYBG1,2151,Crystallin beta-gamma domain containing 1; Belongs to the beta/gamma-crystallin family.
9685.ENSFCAP00000052240,OR14A16,287,Olfactory receptor family 14 subfamily A member 16; Belongs to the G-protein coupled receptor 1 family.
9685.ENSFCAP00000052243,LOC101081560,312,Olfactory receptor.
9685.ENSFCAP00000052246,PVALB,135,Parvalbumin alpha; In muscle, parvalbumin is thought to be involved in relaxation after contraction. It binds two calcium ions (By similarity).
9685.ENSFCAP00000052247,USP51,669,Ubiquitin carboxyl-terminal hydrolase; Deubiquitinating enzyme that removes conjugated ubiquitin from specific proteins to regulate different cellular processes. Belongs to the peptidase C19 family.
9685.ENSFCAP00000052248,RNMT,499,mRNA cap guanine-N7 methyltransferase.
9685.ENSFCAP00000052249,ENSFCAP00000052249,251,Uncharacterized protein.
9685.ENSFCAP00000052251,RAC3,205,Rac family small GTPase 3.
9685.ENSFCAP00000052252,ENSFCAP00000052252,82,Uncharacterized protein.
9685.ENSFCAP00000052253,SHBG,400,Sex hormone binding globulin.
9685.ENSFCAP00000052254,KLK7,292,Kallikrein related peptidase 7; Belongs to the peptidase S1 family.
9685.ENSFCAP00000052256,CTRC,346,Chymotrypsin C; Belongs to the peptidase S1 family.
9685.ENSFCAP00000052264,ARMC6,666,Armadillo repeat containing 6.
9685.ENSFCAP00000052265,RNF126,320,Ring finger protein 126.
9685.ENSFCAP00000052267,SORBS1,1525,Sorbin and SH3 domain containing 1.
9685.ENSFCAP00000052269,NUDT1,438,Nudix hydrolase 1.
9685.ENSFCAP00000052275,SGCB,342,Sarcoglycan beta.
9685.ENSFCAP00000052278,ENSFCAP00000052278,69,Uncharacterized protein.
9685.ENSFCAP00000052282,ABCB9,805,ATP binding cassette subfamily B member 9.
9685.ENSFCAP00000052285,PEX11B,288,Peroxisomal biogenesis factor 11 beta.
9685.ENSFCAP00000052291,SLC22A16,597,Solute carrier family 22 member 16.
9685.ENSFCAP00000052296,UTP18,596,UTP18 small subunit processome component.
9685.ENSFCAP00000052299,PDZK1,584,PDZ domain containing 1.
9685.ENSFCAP00000052300,CHMP6,263,Charged multivesicular body protein 6.
9685.ENSFCAP00000052302,AURKB,408,Aurora kinase B; Belongs to the protein kinase superfamily.
9685.ENSFCAP00000052306,GASK1A,597,Golgi associated kinase 1A.
9685.ENSFCAP00000052307,KLHL32,620,Kelch like family member 32.
9685.ENSFCAP00000052314,TOPAZ1,1689,Testis and ovary specific PAZ domain containing 1.
9685.ENSFCAP00000052317,TMEM134,528,Transmembrane protein 134.
9685.ENSFCAP00000052318,ZNHIT6,500,Zinc finger HIT-type containing 6.
9685.ENSFCAP00000052319,ALOX15B,678,Arachidonate 15-lipoxygenase type B.
9685.ENSFCAP00000052323,LRRC7,1575,Leucine rich repeat containing 7.
9685.ENSFCAP00000052326,ZNF865,1258,Zinc finger protein 865.
9685.ENSFCAP00000052328,INCENP,937,Inner centromere protein.
9685.ENSFCAP00000052331,NUP205,2018,Nucleoporin 205.
9685.ENSFCAP00000052334,LOC102902233,191,C-type lectin domain-containing protein.
9685.ENSFCAP00000052335,GPM6B,397,Glycoprotein M6B.
9685.ENSFCAP00000052336,CADM1,593,Cell adhesion molecule 1.
9685.ENSFCAP00000052338,CCNL2,565,Cyclin L2; Belongs to the cyclin family.
9685.ENSFCAP00000052341,MCU,475,Mitochondrial calcium uniporter.
9685.ENSFCAP00000052344,ENSFCAP00000052344,81,Uncharacterized protein.
9685.ENSFCAP00000052348,ENSFCAP00000052348,124,Uncharacterized protein.
9685.ENSFCAP00000052349,PPP6R2,976,Protein phosphatase 6 regulatory subunit 2.
9685.ENSFCAP00000052350,POP5,255,Ribonuclease P/MRP protein subunit POP5; Component of ribonuclease P, a protein complex that generates mature tRNA molecules by cleaving their 5'-ends.
9685.ENSFCAP00000052351,ASB3,533,Ankyrin repeat and SOCS box containing 3.
9685.ENSFCAP00000052353,SLC1A2,579,Amino acid transporter.
9685.ENSFCAP00000052355,LOC102899713,190,Uncharacterized protein.
9685.ENSFCAP00000052356,REM1,238,RRAD and GEM like GTPase 1.
9685.ENSFCAP00000052364,PLD3,727,Phospholipase D family member 3.
9685.ENSFCAP00000052366,LOC101081428,147,Uncharacterized protein; Belongs to the metallothionein superfamily. Type 1 family.
9685.ENSFCAP00000052367,OGFR,514,OGFr_N domain-containing protein.
9685.ENSFCAP00000052370,ENSFCAP00000052370,87,Uncharacterized protein.
9685.ENSFCAP00000052371,RIPOR1,1269,RHO family interacting cell polarization regulator 1.
9685.ENSFCAP00000052376,UBE4B,1537,Ubiquitination factor E4B.
9685.ENSFCAP00000052379,ENSFCAP00000052379,624,annotation not available
9685.ENSFCAP00000052384,ENSFCAP00000052384,1093,Uncharacterized protein.
9685.ENSFCAP00000052385,ZNF331,506,Zinc finger protein 331.
9685.ENSFCAP00000052389,ENSFCAP00000052389,112,Uncharacterized protein.
9685.ENSFCAP00000052391,CHST12,414,Carbohydrate sulfotransferase.
9685.ENSFCAP00000052392,PNKD,385,PNKD metallo-beta-lactamase domain containing.
9685.ENSFCAP00000052393,ACAN,2266,Aggrecan.
9685.ENSFCAP00000052394,ASB2,670,Ankyrin repeat and SOCS box containing 2.
9685.ENSFCAP00000052395,CNOT6L,694,CCR4-NOT transcription complex subunit 6 like.
9685.ENSFCAP00000052397,ENSFCAP00000052397,136,Uncharacterized protein.
9685.ENSFCAP00000052399,ENSFCAP00000052399,206,Uncharacterized protein.
9685.ENSFCAP00000052403,FNDC11,368,Fibronectin type III domain containing 11.
9685.ENSFCAP00000052406,ENSFCAP00000052406,379,CCHC-type domain-containing protein.
9685.ENSFCAP00000052407,ACSL5,670,Acyl-CoA synthetase long chain family member 5.
9685.ENSFCAP00000052408,MYO18B,2584,Myosin XVIIIB; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family.
9685.ENSFCAP00000052414,SPESP1,343,Sperm equatorial segment protein 1.
9685.ENSFCAP00000052419,SLC27A1,796,Solute carrier family 27 member 1.
9685.ENSFCAP00000052420,ZIC2,545,Zic family member 2.
9685.ENSFCAP00000052429,B3GALNT2,504,Hexosyltransferase.
9685.ENSFCAP00000052431,RGS14,607,Regulator of G protein signaling 14.
9685.ENSFCAP00000052433,MLLT6,1198,MLLT6, PHD finger containing.
9685.ENSFCAP00000052437,GDPD3,379,Glycerophosphodiester phosphodiesterase domain containing 3.
9685.ENSFCAP00000052439,DCBLD1,734,Discoidin, CUB and LCCL domain containing 1.
9685.ENSFCAP00000052442,TAF2,1251,TATA-box binding protein associated factor 2.
9685.ENSFCAP00000052446,SECISBP2,866,SECIS binding protein 2.
9685.ENSFCAP00000052448,AMBP,946,Kinesin-like protein; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family.
9685.ENSFCAP00000052450,GCNT2,402,Glucosaminyl (N-acetyl) transferase 2 (I blood group).
9685.ENSFCAP00000052452,USP42,1337,Ubiquitin specific peptidase 42; Belongs to the peptidase C19 family.
9685.ENSFCAP00000052456,STX3,375,Syntaxin 3; Belongs to the syntaxin family.
9685.ENSFCAP00000052458,RNF121,403,Ring finger protein 121.
9685.ENSFCAP00000052459,USP34,3519,Ubiquitin specific peptidase 34; Belongs to the peptidase C19 family.
9685.ENSFCAP00000052461,ENSFCAP00000052461,400,Gag_p10 domain-containing protein.
9685.ENSFCAP00000052464,SSBP1,349,Peptidase S1 domain-containing protein; Belongs to the peptidase S1 family.
9685.ENSFCAP00000052473,ENSFCAP00000052473,112,Uncharacterized protein.
9685.ENSFCAP00000052475,ADGRE5,838,Adhesion G protein-coupled receptor E5; Belongs to the G-protein coupled receptor 2 family.
9685.ENSFCAP00000052476,MAFK,393,BZIP domain-containing protein.
9685.ENSFCAP00000052479,LOC101082351,315,Olfactory receptor.
9685.ENSFCAP00000052481,CNN3,392,Calponin; Thin filament-associated protein that is implicated in the regulation and modulation of smooth muscle contraction. It is capable of binding to actin, calmodulin, troponin C and tropomyosin. The interaction of calponin with actin inhibits the actomyosin Mg-ATPase activity.
9685.ENSFCAP00000052485,TRIP4,605,Thyroid hormone receptor interactor 4.
9685.ENSFCAP00000052488,GKN2,236,Gastrokine 2.
9685.ENSFCAP00000052490,HPS3,960,Hermansky-Pudlak syndrome 3 protein homolog; Involved in early stages of melanosome biogenesis and maturation.
9685.ENSFCAP00000052494,LMF1,606,Lipase maturation factor; Involved in the maturation of specific proteins in the endoplasmic reticulum; Belongs to the lipase maturation factor family.
9685.ENSFCAP00000052499,ENSFCAP00000052499,295,Tnp_22_dsRBD domain-containing protein.
9685.ENSFCAP00000052505,LOC101093390,322,Olfactory receptor.
9685.ENSFCAP00000052506,RPL18A,249,Ribosomal_L18A domain-containing protein.
9685.ENSFCAP00000052507,XPNPEP3,524,X-prolyl aminopeptidase 3.
9685.ENSFCAP00000052508,MICU2,470,Mitochondrial calcium uptake 2.
9685.ENSFCAP00000052509,TCHP,512,Trichoplein keratin filament binding.
9685.ENSFCAP00000052511,PIEZO1,349,Piezo_RRas_bdg domain-containing protein.
9685.ENSFCAP00000052514,LOC101084720,315,Olfactory receptor.
9685.ENSFCAP00000052516,SLC26A11,1261,Solute carrier family 26 member 11.
9685.ENSFCAP00000052518,ENSFCAP00000052518,2469,Uncharacterized protein.
9685.ENSFCAP00000052520,CNTRL,2359,Centriolin.
9685.ENSFCAP00000052527,GNL1,684,G protein nucleolar 1 (putative).
9685.ENSFCAP00000052528,ENSFCAP00000052528,499,Uncharacterized protein.
9685.ENSFCAP00000052530,CUTA,193,CutA divalent cation tolerance homolog.
9685.ENSFCAP00000052534,ENSFCAP00000052534,665,Reverse transcriptase domain-containing protein.
9685.ENSFCAP00000052542,ADAM11,794,ADAM metallopeptidase domain 11.
9685.ENSFCAP00000052544,PRSS53,613,Serine protease 53; Belongs to the peptidase S1 family.
9685.ENSFCAP00000052545,ADGRG2,1021,Adhesion G protein-coupled receptor G2; Belongs to the G-protein coupled receptor 2 family.
9685.ENSFCAP00000052548,CLIP3,571,CAP-Gly domain containing linker protein 3.
9685.ENSFCAP00000052549,SLC5A9,704,Solute carrier family 5 member 9; Belongs to the sodium:solute symporter (SSF) (TC 2.A.21) family.
9685.ENSFCAP00000052550,ATP5F1D,282,ATP-synt_DE_N domain-containing protein.
